id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,nama_rumah_sakit,kategori_kunjungan,jumlah_kunjungan,satuan,tahun
556,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU CENKA,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
557,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU CENKA,KUNJUNGAN RAWAT INAP,0,ORANG,2019
558,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU CENKA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
559,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU TARUMAJAYA,KUNJUNGAN RAWAT JALAN,13751,ORANG,2019
560,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU TARUMAJAYA,KUNJUNGAN RAWAT INAP,3863,ORANG,2019
561,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU TARUMAJAYA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
562,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSIA NURUL ANISA,KUNJUNGAN RAWAT JALAN,6611,ORANG,2019
563,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSIA NURUL ANISA,KUNJUNGAN RAWAT INAP,350,ORANG,2019
564,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSIA NURUL ANISA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
565,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU ANANDA BABELAN,KUNJUNGAN RAWAT JALAN,1684,ORANG,2019
566,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU ANANDA BABELAN,KUNJUNGAN RAWAT INAP,110,ORANG,2019
567,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU ANANDA BABELAN,KUNJUNGAN GANGGUAN JIWA,1,ORANG,2019
568,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU EKA HOSPITAL BEKASI,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
569,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU EKA HOSPITAL BEKASI,KUNJUNGAN RAWAT INAP,0,ORANG,2019
570,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSU EKA HOSPITAL BEKASI,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
571,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSIA AISYAH QURRATAAIN,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
572,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSIA AISYAH QURRATAAIN,KUNJUNGAN RAWAT INAP,0,ORANG,2019
573,32,JAWA BARAT,3216,KABUPATEN BEKASI,RSIA AISYAH QURRATAAIN,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
574,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS JIWA PROVINSI JAWA BARAT,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
575,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS JIWA PROVINSI JAWA BARAT,KUNJUNGAN RAWAT INAP,0,ORANG,2019
576,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS JIWA PROVINSI JAWA BARAT,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
577,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM CAHYA KAWALUYAN,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
578,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM CAHYA KAWALUYAN,KUNJUNGAN RAWAT INAP,0,ORANG,2019
579,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM CAHYA KAWALUYAN,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
580,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM DAERAH CILILIN,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
581,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM DAERAH CILILIN,KUNJUNGAN RAWAT INAP,0,ORANG,2019
582,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM DAERAH CILILIN,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
583,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM DAERAH LEMBANG,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
584,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM DAERAH LEMBANG,KUNJUNGAN RAWAT INAP,0,ORANG,2019
585,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM DAERAH LEMBANG,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
586,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM KARISMA,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
587,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM KARISMA,KUNJUNGAN RAWAT INAP,0,ORANG,2019
588,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM KARISMA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
589,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM IMC,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
590,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM IMC,KUNJUNGAN RAWAT INAP,0,ORANG,2019
591,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM IMC,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
592,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM DAERAH CIKALONG WETAN,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
593,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM DAERAH CIKALONG WETAN,KUNJUNGAN RAWAT INAP,0,ORANG,2019
594,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS UMUM DAERAH CIKALONG WETAN,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
595,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS IBU DAN ANAK KARTINI,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
596,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS IBU DAN ANAK KARTINI,KUNJUNGAN RAWAT INAP,0,ORANG,2019
597,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RS IBU DAN ANAK KARTINI,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
598,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,-,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
599,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,-,KUNJUNGAN RAWAT INAP,0,ORANG,2019
600,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,-,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
601,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM ISLAM BOGOR,KUNJUNGAN RAWAT JALAN,63831,ORANG,2019
602,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM ISLAM BOGOR,KUNJUNGAN RAWAT INAP,0,ORANG,2019
603,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM ISLAM BOGOR,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
604,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM PMI BOGOR,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
605,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM PMI BOGOR,KUNJUNGAN RAWAT INAP,0,ORANG,2019
606,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM PMI BOGOR,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
607,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM SALAK,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
608,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM SALAK,KUNJUNGAN RAWAT INAP,0,ORANG,2019
609,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM SALAK,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
610,32,JAWA BARAT,3271,KOTA BOGOR,RS JIWA DR. H. MARZOEKI MAHDI,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
611,32,JAWA BARAT,3271,KOTA BOGOR,RS JIWA DR. H. MARZOEKI MAHDI,KUNJUNGAN RAWAT INAP,0,ORANG,2019
612,32,JAWA BARAT,3271,KOTA BOGOR,RS JIWA DR. H. MARZOEKI MAHDI,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
613,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM AZRA,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
614,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM AZRA,KUNJUNGAN RAWAT INAP,0,ORANG,2019
615,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM AZRA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
616,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM DAERAH KOTA BOGOR,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
617,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM DAERAH KOTA BOGOR,KUNJUNGAN RAWAT INAP,0,ORANG,2019
618,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM DAERAH KOTA BOGOR,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
619,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM HERMINA BOGOR,KUNJUNGAN RAWAT JALAN,29581,ORANG,2019
620,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM HERMINA BOGOR,KUNJUNGAN RAWAT INAP,0,ORANG,2019
621,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM HERMINA BOGOR,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
622,32,JAWA BARAT,3271,KOTA BOGOR,BMC MAYAPADA HOSPITAL,KUNJUNGAN RAWAT JALAN,171594,ORANG,2019
623,32,JAWA BARAT,3271,KOTA BOGOR,BMC MAYAPADA HOSPITAL,KUNJUNGAN RAWAT INAP,0,ORANG,2019
624,32,JAWA BARAT,3271,KOTA BOGOR,BMC MAYAPADA HOSPITAL,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
625,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM MELANIA,KUNJUNGAN RAWAT JALAN,11147,ORANG,2019
626,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM MELANIA,KUNJUNGAN RAWAT INAP,0,ORANG,2019
627,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM MELANIA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
628,32,JAWA BARAT,3271,KOTA BOGOR,RS BERSALIN PASUTRI,KUNJUNGAN RAWAT JALAN,157390,ORANG,2019
629,32,JAWA BARAT,3271,KOTA BOGOR,RS BERSALIN PASUTRI,KUNJUNGAN RAWAT INAP,0,ORANG,2019
630,32,JAWA BARAT,3271,KOTA BOGOR,RS BERSALIN PASUTRI,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
631,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM MEDIKA DRAMAGA,KUNJUNGAN RAWAT JALAN,164791,ORANG,2019
632,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM MEDIKA DRAMAGA,KUNJUNGAN RAWAT INAP,0,ORANG,2019
633,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM MEDIKA DRAMAGA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
634,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM JULIANA,KUNJUNGAN RAWAT JALAN,138123,ORANG,2019
635,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM JULIANA,KUNJUNGAN RAWAT INAP,0,ORANG,2019
636,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM JULIANA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
637,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM UMMI,KUNJUNGAN RAWAT JALAN,36596,ORANG,2019
638,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM UMMI,KUNJUNGAN RAWAT INAP,0,ORANG,2019
639,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM UMMI,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
640,32,JAWA BARAT,3271,KOTA BOGOR,RS IBU DAN ANAK SAWOJAJAR,KUNJUNGAN RAWAT JALAN,138546,ORANG,2019
641,32,JAWA BARAT,3271,KOTA BOGOR,RS IBU DAN ANAK SAWOJAJAR,KUNJUNGAN RAWAT INAP,0,ORANG,2019
642,32,JAWA BARAT,3271,KOTA BOGOR,RS IBU DAN ANAK SAWOJAJAR,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
643,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM VANIA,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
644,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM VANIA,KUNJUNGAN RAWAT INAP,0,ORANG,2019
645,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM VANIA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
646,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM MULIA PAJAJARAN,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
647,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM MULIA PAJAJARAN,KUNJUNGAN RAWAT INAP,0,ORANG,2019
648,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM MULIA PAJAJARAN,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
649,32,JAWA BARAT,3271,KOTA BOGOR,RS IBU DAN ANAK BUNDA SURYATNI,KUNJUNGAN RAWAT JALAN,163745,ORANG,2019
650,32,JAWA BARAT,3271,KOTA BOGOR,RS IBU DAN ANAK BUNDA SURYATNI,KUNJUNGAN RAWAT INAP,0,ORANG,2019
651,32,JAWA BARAT,3271,KOTA BOGOR,RS IBU DAN ANAK BUNDA SURYATNI,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
652,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM SILOAM HOSPITALS BOGOR,KUNJUNGAN RAWAT JALAN,8733,ORANG,2019
653,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM SILOAM HOSPITALS BOGOR,KUNJUNGAN RAWAT INAP,0,ORANG,2019
654,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM SILOAM HOSPITALS BOGOR,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
655,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM BHAYANGKARA TK IV BOGOR,KUNJUNGAN RAWAT JALAN,38624,ORANG,2019
656,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM BHAYANGKARA TK IV BOGOR,KUNJUNGAN RAWAT INAP,0,ORANG,2019
657,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM BHAYANGKARA TK IV BOGOR,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
658,32,JAWA BARAT,3271,KOTA BOGOR,BOGOR SENIOR HOSPITAL,KUNJUNGAN RAWAT JALAN,170866,ORANG,2019
659,32,JAWA BARAT,3271,KOTA BOGOR,BOGOR SENIOR HOSPITAL,KUNJUNGAN RAWAT INAP,0,ORANG,2019
660,32,JAWA BARAT,3271,KOTA BOGOR,BOGOR SENIOR HOSPITAL,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
661,32,JAWA BARAT,3271,KOTA BOGOR,RS IBU DAN ANAK NURAIDA,KUNJUNGAN RAWAT JALAN,138768,ORANG,2019
662,32,JAWA BARAT,3271,KOTA BOGOR,RS IBU DAN ANAK NURAIDA,KUNJUNGAN RAWAT INAP,0,ORANG,2019
663,32,JAWA BARAT,3271,KOTA BOGOR,RS IBU DAN ANAK NURAIDA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
664,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM DAERAH R SYAMSUDIN SH,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
665,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM DAERAH R SYAMSUDIN SH,KUNJUNGAN RAWAT INAP,0,ORANG,2019
666,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM DAERAH R SYAMSUDIN SH,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
667,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM RIDOGALIH,KUNJUNGAN RAWAT JALAN,11812,ORANG,2019
668,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM RIDOGALIH,KUNJUNGAN RAWAT INAP,0,ORANG,2019
669,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM RIDOGALIH,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
670,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM ASSYIFA SUKABUMI,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
671,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM ASSYIFA SUKABUMI,KUNJUNGAN RAWAT INAP,0,ORANG,2019
672,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM ASSYIFA SUKABUMI,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
673,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM KARTIKA KASIH,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
674,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM KARTIKA KASIH,KUNJUNGAN RAWAT INAP,0,ORANG,2019
675,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM KARTIKA KASIH,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
676,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM BHAYANGKARA SETUKPA LEMDIKPOL,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
677,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM BHAYANGKARA SETUKPA LEMDIKPOL,KUNJUNGAN RAWAT INAP,0,ORANG,2019
678,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM BHAYANGKARA SETUKPA LEMDIKPOL,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
679,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM DAERAH AL-MULK,KUNJUNGAN RAWAT JALAN,0,ORANG,2019
680,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM DAERAH AL-MULK,KUNJUNGAN RAWAT INAP,0,ORANG,2019
681,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM DAERAH AL-MULK,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
682,32,JAWA BARAT,3273,KOTA BANDUNG,RSUP DR. HASAN SADIKIN,KUNJUNGAN RAWAT JALAN,584513,ORANG,2019
683,32,JAWA BARAT,3273,KOTA BANDUNG,RSUP DR. HASAN SADIKIN,KUNJUNGAN RAWAT INAP,33580,ORANG,2019
684,32,JAWA BARAT,3273,KOTA BANDUNG,RSUP DR. HASAN SADIKIN,KUNJUNGAN GANGGUAN JIWA,226,ORANG,2019
685,32,JAWA BARAT,3273,KOTA BANDUNG,RS SANTOSA BANDUNG CENTRAL,KUNJUNGAN RAWAT JALAN,249981,ORANG,2019
686,32,JAWA BARAT,3273,KOTA BANDUNG,RS SANTOSA BANDUNG CENTRAL,KUNJUNGAN RAWAT INAP,25206,ORANG,2019
687,32,JAWA BARAT,3273,KOTA BANDUNG,RS SANTOSA BANDUNG CENTRAL,KUNJUNGAN GANGGUAN JIWA,3674,ORANG,2019
688,32,JAWA BARAT,3273,KOTA BANDUNG,RSUD KOTA BANDUNG,KUNJUNGAN RAWAT JALAN,85436,ORANG,2019
689,32,JAWA BARAT,3273,KOTA BANDUNG,RSUD KOTA BANDUNG,KUNJUNGAN RAWAT INAP,18404,ORANG,2019
690,32,JAWA BARAT,3273,KOTA BANDUNG,RSUD KOTA BANDUNG,KUNJUNGAN GANGGUAN JIWA,140,ORANG,2019
691,32,JAWA BARAT,3273,KOTA BANDUNG,RS DR. M. SALAMUN,KUNJUNGAN RAWAT JALAN,105190,ORANG,2019
692,32,JAWA BARAT,3273,KOTA BANDUNG,RS DR. M. SALAMUN,KUNJUNGAN RAWAT INAP,9296,ORANG,2019
693,32,JAWA BARAT,3273,KOTA BANDUNG,RS DR. M. SALAMUN,KUNJUNGAN GANGGUAN JIWA,1964,ORANG,2019
694,32,JAWA BARAT,3273,KOTA BANDUNG,RS AL ISLAM,KUNJUNGAN RAWAT JALAN,181684,ORANG,2019
695,32,JAWA BARAT,3273,KOTA BANDUNG,RS AL ISLAM,KUNJUNGAN RAWAT INAP,21357,ORANG,2019
696,32,JAWA BARAT,3273,KOTA BANDUNG,RS AL ISLAM,KUNJUNGAN GANGGUAN JIWA,2515,ORANG,2019
697,32,JAWA BARAT,3273,KOTA BANDUNG,RS ST. BORROMEUS,KUNJUNGAN RAWAT JALAN,347252,ORANG,2019
698,32,JAWA BARAT,3273,KOTA BANDUNG,RS ST. BORROMEUS,KUNJUNGAN RAWAT INAP,25599,ORANG,2019
699,32,JAWA BARAT,3273,KOTA BANDUNG,RS ST. BORROMEUS,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
700,32,JAWA BARAT,3273,KOTA BANDUNG,RS IMMANUEL,KUNJUNGAN RAWAT JALAN,163566,ORANG,2019
701,32,JAWA BARAT,3273,KOTA BANDUNG,RS IMMANUEL,KUNJUNGAN RAWAT INAP,26370,ORANG,2019
702,32,JAWA BARAT,3273,KOTA BANDUNG,RS IMMANUEL,KUNJUNGAN GANGGUAN JIWA,2790,ORANG,2019
703,32,JAWA BARAT,3273,KOTA BANDUNG,RS ADVENT,KUNJUNGAN RAWAT JALAN,108467,ORANG,2019
704,32,JAWA BARAT,3273,KOTA BANDUNG,RS ADVENT,KUNJUNGAN RAWAT INAP,13355,ORANG,2019
705,32,JAWA BARAT,3273,KOTA BANDUNG,RS ADVENT,KUNJUNGAN GANGGUAN JIWA,2176,ORANG,2019
706,32,JAWA BARAT,3273,KOTA BANDUNG,RS HERMINA PASTEUR,KUNJUNGAN RAWAT JALAN,231496,ORANG,2019
707,32,JAWA BARAT,3273,KOTA BANDUNG,RS HERMINA PASTEUR,KUNJUNGAN RAWAT INAP,0,ORANG,2019
708,32,JAWA BARAT,3273,KOTA BANDUNG,RS HERMINA PASTEUR,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
709,32,JAWA BARAT,3273,KOTA BANDUNG,RS SANTOSA KOPO,KUNJUNGAN RAWAT JALAN,128073,ORANG,2019
710,32,JAWA BARAT,3273,KOTA BANDUNG,RS SANTOSA KOPO,KUNJUNGAN RAWAT INAP,20296,ORANG,2019
711,32,JAWA BARAT,3273,KOTA BANDUNG,RS SANTOSA KOPO,KUNJUNGAN GANGGUAN JIWA,515,ORANG,2019
712,32,JAWA BARAT,3273,KOTA BANDUNG,RS BHAYANGKARA SARTIKA ASIH,KUNJUNGAN RAWAT JALAN,110375,ORANG,2019
713,32,JAWA BARAT,3273,KOTA BANDUNG,RS BHAYANGKARA SARTIKA ASIH,KUNJUNGAN RAWAT INAP,15737,ORANG,2019
714,32,JAWA BARAT,3273,KOTA BANDUNG,RS BHAYANGKARA SARTIKA ASIH,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
715,32,JAWA BARAT,3273,KOTA BANDUNG,RS MUHAMMADIYAH,KUNJUNGAN RAWAT JALAN,95194,ORANG,2019
716,32,JAWA BARAT,3273,KOTA BANDUNG,RS MUHAMMADIYAH,KUNJUNGAN RAWAT INAP,10865,ORANG,2019
717,32,JAWA BARAT,3273,KOTA BANDUNG,RS MUHAMMADIYAH,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
718,32,JAWA BARAT,3273,KOTA BANDUNG,RS RAJAWALI,KUNJUNGAN RAWAT JALAN,44059,ORANG,2019
719,32,JAWA BARAT,3273,KOTA BANDUNG,RS RAJAWALI,KUNJUNGAN RAWAT INAP,7355,ORANG,2019
720,32,JAWA BARAT,3273,KOTA BANDUNG,RS RAJAWALI,KUNJUNGAN GANGGUAN JIWA,1541,ORANG,2019
721,32,JAWA BARAT,3273,KOTA BANDUNG,RS ST. YUSUP,KUNJUNGAN RAWAT JALAN,202907,ORANG,2019
722,32,JAWA BARAT,3273,KOTA BANDUNG,RS ST. YUSUP,KUNJUNGAN RAWAT INAP,17760,ORANG,2019
723,32,JAWA BARAT,3273,KOTA BANDUNG,RS ST. YUSUP,KUNJUNGAN GANGGUAN JIWA,1624,ORANG,2019
724,32,JAWA BARAT,3273,KOTA BANDUNG,RS PINDAD,KUNJUNGAN RAWAT JALAN,123188,ORANG,2019
725,32,JAWA BARAT,3273,KOTA BANDUNG,RS PINDAD,KUNJUNGAN RAWAT INAP,7434,ORANG,2019
726,32,JAWA BARAT,3273,KOTA BANDUNG,RS PINDAD,KUNJUNGAN GANGGUAN JIWA,1997,ORANG,2019
727,32,JAWA BARAT,3273,KOTA BANDUNG,RS KEBONJATI,KUNJUNGAN RAWAT JALAN,85119,ORANG,2019
728,32,JAWA BARAT,3273,KOTA BANDUNG,RS KEBONJATI,KUNJUNGAN RAWAT INAP,9390,ORANG,2019
729,32,JAWA BARAT,3273,KOTA BANDUNG,RS KEBONJATI,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
730,32,JAWA BARAT,3273,KOTA BANDUNG,RS MELINDA 2,KUNJUNGAN RAWAT JALAN,107833,ORANG,2019
731,32,JAWA BARAT,3273,KOTA BANDUNG,RS MELINDA 2,KUNJUNGAN RAWAT INAP,3513,ORANG,2019
732,32,JAWA BARAT,3273,KOTA BANDUNG,RS MELINDA 2,KUNJUNGAN GANGGUAN JIWA,1654,ORANG,2019
733,32,JAWA BARAT,3273,KOTA BANDUNG,RS HERMINA ARCAMANIK,KUNJUNGAN RAWAT JALAN,226627,ORANG,2019
734,32,JAWA BARAT,3273,KOTA BANDUNG,RS HERMINA ARCAMANIK,KUNJUNGAN RAWAT INAP,13104,ORANG,2019
735,32,JAWA BARAT,3273,KOTA BANDUNG,RS HERMINA ARCAMANIK,KUNJUNGAN GANGGUAN JIWA,702,ORANG,2019
736,32,JAWA BARAT,3273,KOTA BANDUNG,RS SARININGSIH,KUNJUNGAN RAWAT JALAN,22271,ORANG,2019
737,32,JAWA BARAT,3273,KOTA BANDUNG,RS SARININGSIH,KUNJUNGAN RAWAT INAP,6387,ORANG,2019
738,32,JAWA BARAT,3273,KOTA BANDUNG,RS SARININGSIH,KUNJUNGAN GANGGUAN JIWA,203,ORANG,2019
739,32,JAWA BARAT,3273,KOTA BANDUNG,RS BUNGSU,KUNJUNGAN RAWAT JALAN,9815,ORANG,2019
740,32,JAWA BARAT,3273,KOTA BANDUNG,RS BUNGSU,KUNJUNGAN RAWAT INAP,2409,ORANG,2019
741,32,JAWA BARAT,3273,KOTA BANDUNG,RS BUNGSU,KUNJUNGAN GANGGUAN JIWA,12224,ORANG,2019
742,32,JAWA BARAT,3273,KOTA BANDUNG,RSKIA KOTA BANDUNG,KUNJUNGAN RAWAT JALAN,27136,ORANG,2019
743,32,JAWA BARAT,3273,KOTA BANDUNG,RSKIA KOTA BANDUNG,KUNJUNGAN RAWAT INAP,10452,ORANG,2019
744,32,JAWA BARAT,3273,KOTA BANDUNG,RSKIA KOTA BANDUNG,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2019
